Event,Team,Had pneumatics,Robot weight,Total weight,Red bumper weight,Blue bumper weight
2024mawor,2712,TRUE,119.6,119.6,12.9,12.7
2024mawor,3205,TRUE,100,,,
2024mawor,3323,TRUE,97.4,97.4,11.5,10.7
2024mawor,3623,TRUE,85.6,85.6,11.7,11.6
2024mawor,4048,TRUE,114.9,115,10.8,10.8
2024mawor,4987,TRUE,104,,,
2024mawor,5000,TRUE,113.4,113.4,12.8,12.8
2024mawor,5347,TRUE,100.4,100.4,13.8,13.7
2024mawor,5491,TRUE,63.8,64,10.9,11.1
2024mawor,5735,TRUE,124,124,12.5,12.5
2024mawor,5962,TRUE,103.9,,,
2024mawor,6333,TRUE,101.9,101.9,11.2,10.9
2024mawor,6620,TRUE,100,,,
2024mawor,6731,TRUE,100.5,100,8.9,8.9
2024mawor,6933,TRUE,90.9,90.9,12.1,12.1
2024mawor,7760,TRUE,98.9,98.9,9.6,10.6
2024mawor,8013,TRUE,110,110,13.1,13.1
2024mawor,8544,TRUE,114.9,,,
2024mawor,8604,TRUE,107.3,,,
2024mawor,9056,TRUE,77.7,77.7,11.6,11.5
2024mawor,9101,TRUE,86,86,11.5,10.5
2024mawor,9644,TRUE,79.1,,,
2024mdowi,449,FALSE,107.9,107.9,10.9,10.7
2024mdowi,614,FALSE,102.3,102.3,11.7,12.1
2024mdowi,686,TRUE,101.4,101.4,11.5,11.8
2024mibro,247,FALSE,94,94,11,11
2024mibro,280,FALSE,123,123,11,10
2024mibro,815,FALSE,98.7,98.7,10.7,10.8
2024mibro,1025,FALSE,121.5,121.5,13.6,13.3
2024mibro,1189,TRUE,101.6,101.6,11,11
2024mibro,2620,TRUE,120,120,11.4,11.4
2024mibro,2851,FALSE,123.4,123.4,14.4,14.6
2024mibro,3096,FALSE,59.4,71.1,11.7,11.7
2024mibro,3604,TRUE,123,123,12,12
2024mibro,5050,FALSE,76.3,76.3,11.3,11
2024mibro,5053,FALSE,84.6,84.6,9.7,11.2
2024mibro,5067,FALSE,78.3,77.1,10.3,9.5
2024mibro,5090,FALSE,106.7,106.7,11.9,11.9
2024mibro,5263,FALSE,79,91.2,12,12
2024mibro,5436,FALSE,108.5,108.5,10.4,10.2
2024mibro,5498,FALSE,93,93,13,13
2024mibro,5555,FALSE,98.4,98.4,11.35,11.45
2024mibro,5567,FALSE,92.3,92.3,8.6,8.6
2024mibro,5619,FALSE,61.6,61.6,12.3,11.5
2024mibro,5695,FALSE,100,110,9.75,11.5
2024mibro,5697,TRUE,99.2,99.2,10.5,10.5
2024mibro,6029,TRUE,84,84,12,12
2024mibro,6528,FALSE,109.7,109.8,11.1,11.1
2024mibro,6618,FALSE,103,103,12,12
2024mibro,6914,FALSE,108.5,108.5,11.8,11.8
2024mibro,7174,FALSE,112.2,112.2,12.6,13
2024mibro,7191,FALSE,57.4,57.4,12.2,12.2
2024mibro,8124,FALSE,65.4,65.4,15,15
2024mibro,8362,FALSE,56.8,56.8,10.4,11
2024mibro,8426,FALSE,100,100,12,12
2024mibro,8427,FALSE,77,77,13,13
2024mibro,8623,FALSE,57,57,14,14
2024mibro,9182,FALSE,107,106.5,12,12
2024mibro,9226,FALSE,79,79,11.4,11.4
2024mibro,9255,FALSE,112.8,112.8,12.7,12.7
2024mibro,9736,FALSE,86.75,86.75,13.6,14.15
2024mibro,9744,FALSE,84.1,97.2,11.8,13.1
2024mibro,9747,TRUE,51,51,12,12
2024mibro,9748,FALSE,40.05,40.25,11.1,11.25
2024midet,123,FALSE,76.4,76.4,12.1,11.8
2024midet,862,FALSE,124,124.8,14.3,14.7
2024midet,2224,FALSE,95.9,95.9,13.8,13.8
2024midet,2591,FALSE,50.7,50.7,12.2,12.2
2024midet,2673,FALSE,84.8,84.8,13.4,13.4
2024midet,3302,FALSE,94.4,94.4,10.3,10.1
2024midet,3632,FALSE,114.1,114.1,14.6,14.6
2024midet,4130,FALSE,105.2,,12.6,13.6
2024midet,4390,FALSE,56.9,56.9,13.5,13.5
2024midet,4405,FALSE,102,102,12.7,12.5
2024midet,4680,FALSE,78,78,10.7,10.8
2024midet,4758,FALSE,51.6,51.6,14.4,14.4
2024midet,4768,FALSE,75.1,75.1,11.9,11.9
2024midet,4851,FALSE,99.9,99.9,14.4,14.7
2024midet,4854,FALSE,115.6,115.6,14.4,14.4
2024midet,5214,FALSE,94.9,94.9,11.4,12
2024midet,5530,FALSE,113.4,113.4,13.2,13.4
2024midet,5532,FALSE,57.2,57.4,13.5,13.5
2024midet,5619,FALSE,61.7,61.7,12.6,12.5
2024midet,5642,FALSE,99.3,99.3,14.2,14.2
2024midet,5695,FALSE,103.3,103.3,9.6,11.4
2024midet,5756,FALSE,71.3,71.3,14,14
2024midet,5901,FALSE,106.6,106.6,13.3,13.3
2024midet,6096,FALSE,58,58,12.5,12.5
2024midet,6152,FALSE,113.1,144,10.9,9.2
2024midet,6190,FALSE,96,96,14.9,14.9
2024midet,6532,FALSE,101.9,101.9,9.7,9.7
2024midet,6616,FALSE,78.1,78.1,11.5,10.9
2024midet,7196,FALSE,81.4,81.4,13.1,12.3
2024midet,7224,TRUE,98.5,98.5,14.3,14.3
2024midet,7692,FALSE,85,85,13.2,13.2
2024midet,7716,FALSE,79.5,79.5,10.7,10.3
2024midet,7856,FALSE,59.7,59.7,14.8,14.8
2024midet,7865,FALSE,62.9,62.9,12.7,11.9
2024midet,8280,FALSE,107.4,107.4,10.5,10.9
2024midet,8352,FALSE,75.2,75.2,11.7,11.7
2024midet,8362,FALSE,54.2,54.2,10.6,12.6
2024midet,8899,FALSE,46.7,46.7,14.4,14.4
2024midet,9727,FALSE,56.2,56.2,11.5,11.5
2024midet,9744,FALSE,89.2,144,13,13
2024midtr,123,FALSE,79.1,79.1,12,11.9
2024midtr,815,FALSE,102.1,102.1,10.8,10.8
2024midtr,1701,FALSE,100.6,100.6,9.8,10
2024midtr,2048,FALSE,74.5,74.5,11.7,11.7
2024midtr,2591,FALSE,49.9,49.9,14.3,14.3
2024midtr,2620,FALSE,120.7,120.7,11.6,11.6
2024midtr,2673,FALSE,84.4,84.4,13.3,13.3
2024midtr,3096,FALSE,91.5,91.5,12.5,12.5
2024midtr,3539,FALSE,121.7,121.7,10.8,10.6
2024midtr,3619,FALSE,41.5,41.5,9.2,9.2
2024midtr,3632,FALSE,111.8,111.8,14.7,14.7
2024midtr,4390,FALSE,57,57,13.4,13.4
2024midtr,4680,FALSE,72.8,72.8,10.8,10.7
2024midtr,4758,FALSE,54.5,54.4,13.8,13.8
2024midtr,4768,FALSE,75,75,11.8,11.8
2024midtr,4838,FALSE,57.3,57.3,11,11.5
2024midtr,4851,FALSE,57.1,57.1,15,15
2024midtr,5065,FALSE,66.6,66.6,14,14
2024midtr,5197,FALSE,60.3,60.3,15,15
2024midtr,5467,FALSE,41.6,41.6,11.6,11.6
2024midtr,5478,FALSE,57.9,57.8,11.6,11.6
2024midtr,5532,FALSE,57.8,57.8,14.1,14.1
2024midtr,5756,FALSE,69,69,13.7,13.7
2024midtr,5901,FALSE,102,102,12.5,13.4
2024midtr,6029,TRUE,86.1,86.1,12.5,12.7
2024midtr,6096,FALSE,57.9,57.9,12.4,12.4
2024midtr,6099,FALSE,99.6,99.6,9.5,10
2024midtr,7145,FALSE,56.3,56.2,12.5,12.5
2024midtr,7174,FALSE,113.1,113.1,12.5,12.8
2024midtr,7196,FALSE,74,74,13.1,12.5
2024midtr,7224,TRUE,97.4,97.4,14.3,14.3
2024midtr,7769,FALSE,114.1,114.1,14.6,14.4
2024midtr,7856,FALSE,41.2,41.2,13.8,13.7
2024midtr,7865,FALSE,60.7,60.7,12.6,11.7
2024midtr,8280,FALSE,103.3,103.3,10.6,11.1
2024midtr,8352,FALSE,79.1,79.1,11.5,11.5
2024midtr,9255,FALSE,108,108,12.5,12.5
2024midtr,9618,FALSE,86.1,86.1,11.4,11.5
2024midtr,9651,FALSE,65.6,65.6,13.7,13.7
2024midtr,9751,FALSE,57.7,57.7,14.5,14.5
2024ncwak,435,FALSE,83.3,83.3,9.2,7.1
2024ncwak,587,FALSE,103.6,103.6,12.5,13
2024ncwak,900,FALSE,110.3,110.3,12.9,12.7
2024ncwak,2059,FALSE,118.6,118.6,11.6,10.3
2024ncwak,2642,TRUE,109.7,109.7,10.5,11.4
2024ncwak,3229,FALSE,110.8,121.6,10.8,10.6
2024ncwak,3349,FALSE,99.8,108.1,8.3,8.3
2024ncwak,3489,FALSE,122.1,122.1,12.4,12.3
2024ncwak,4795,FALSE,100.6,100.6,11,10.7
2024ncwak,4816,FALSE,36.5,36.5,11.8,11.8
2024ncwak,4829,FALSE,113.2,113.2,9.4,9.2
2024ncwak,4861,TRUE,83.3,83.3,10.5,10.4
2024ncwak,5190,FALSE,87.8,87.8,10.4,10.4
2024ncwak,5607,FALSE,87.6,87.6,12.7,12.2
2024ncwak,6004,TRUE,95.5,97.1,11.3,11.6
2024ncwak,6240,FALSE,46.6,46.6,10.7,10.7
2024ncwak,6502,FALSE,111.7,111.7,12,11.9
2024ncwak,6512,FALSE,124.9,124.9,10.7,10.7
2024ncwak,6908,FALSE,77.6,77.6,13.4,12.1
2024ncwak,7671,FALSE,87.4,87.4,14.7,14.7
2024ncwak,7763,FALSE,59.8,59.8,8.5,8.1
2024ncwak,7890,FALSE,102.9,102.9,10.7,10.6
2024ncwak,8090,FALSE,42.8,42.8,13.1,13.1
2024ncwak,8429,FALSE,119.3,119.3,14.6,14.6
2024ncwak,8746,FALSE,87,87,12.7,12.6
2024ncwak,8757,TRUE,105.9,105.9,14.8,14.8
2024ncwak,8758,FALSE,62.8,62.8,11.5,12.5
2024ncwak,8804,FALSE,70.1,70.1,8.89,9
2024ncwak,9150,FALSE,114.8,125.8,11.4,11.2
2024ncwak,9259,FALSE,67,97,9.5,9.7
2024nyli2,28,FALSE,124.7,124.7,14.8,14.8
2024nyli2,263,FALSE,114.9,114.9,13.8,14.1
2024nyli2,271,FALSE,106.1,116.3,14.2,14.2
2024nyli2,287,FALSE,124.7,124.7,10.3,10.4
2024nyli2,329,FALSE,78.9,78.9,11.2,11.1
2024nyli2,353,FALSE,121.2,121.2,9.8,10
2024nyli2,358,FALSE,93.2,93.2,12.4,12.2
2024nyli2,496,FALSE,81.1,81.1,10.4,11.9
2024nyli2,514,TRUE,106.3,103.6,11.5,11.3
2024nyli2,527,FALSE,85,85,12,12
2024nyli2,533,TRUE,119.6,119.6,15,15
2024nyli2,545,FALSE,85.9,85.9,7.4,7.3
2024nyli2,564,FALSE,106.4,106.4,15,14.7
2024nyli2,569,TRUE,110.5,123.5,12.7,13
2024nyli2,601,FALSE,85.8,88,12.1,10.8
2024nyli2,806,TRUE,96.5,96.5,14.4,14.4
2024nyli2,810,TRUE,115,115,12,12.3
2024nyli2,870,FALSE,124.7,124.7,14.7,14.7
2024nyli2,871,FALSE,89.9,89.9,13,13.4
2024nyli2,884,FALSE,78,78,11.1,10.9
2024nyli2,1468,FALSE,121.1,121.1,11.7,10.9
2024nyli2,1546,TRUE,113.4,113.4,10,9.8
2024nyli2,1554,TRUE,105,105,11.5,11.8
2024nyli2,1803,FALSE,66.8,66.8,11.7,11.6
2024nyli2,2027,FALSE,103,103,9.5,9.6
2024nyli2,2161,FALSE,81.1,88.1,11.9,10.9
2024nyli2,2347,FALSE,98.2,109.7,11,11.5
2024nyli2,2487,FALSE,123,123,10.5,10.5
2024nyli2,2638,FALSE,118.2,118.2,11.7,10.6
2024nyli2,2869,FALSE,94.6,94.6,10.7,10.8
2024nyli2,2872,FALSE,124.3,124.3,9.3,10.2
2024nyli2,2875,FALSE,123,123,14.4,15
2024nyli2,3137,FALSE,106.4,106.4,9.7,10.2
2024nyli2,3624,TRUE,93.6,93.6,11.7,12
2024nyli2,3950,FALSE,120.7,120.7,8.9,8.9
2024nyli2,3990,FALSE,119.6,118.8,13.3,13.5
2024nyli2,4567,FALSE,80.2,80.2,8.9,8.7
2024nyli2,5099,FALSE,87.4,87.4,10.6,9.9
2024nyli2,5553,TRUE,100.5,100.5,13.7,13.8
2024nyli2,5599,FALSE,71.1,71.1,13.5,13.5
2024nyli2,5736,FALSE,122,124.6,11.5,12.6
2024nyli2,6423,FALSE,123.2,123.2,10.3,10.3
2024nyli2,6806,TRUE,116,116,12.1,12.4
2024nyli2,8020,FALSE,122,122,12.6,11.5
2024nyli2,8267,TRUE,98.4,98.4,8.9,8.7
2024nyli2,8595,FALSE,93.5,93.5,9.8,9.7
2024nyli2,9016,FALSE,97.9,97.9,11.1,11.1
2024nyli2,9220,FALSE,81.8,81.8,10.5,11.4
2024nyli2,9646,FALSE,124.5,124.6,11.4,11.6
2024nyny,28,FALSE,122.1,122.1,14.7,14.7
2024nyny,333,FALSE,111.7,111.7,8.3,8.7
2024nyny,334,FALSE,114.6,114.6,10.3,10.6
2024nyny,335,FALSE,44.4,56.8,12.8,12.8
2024nyny,354,FALSE,91.3,91.3,10.6,10.6
2024nyny,369,FALSE,117.4,117.4,10.5,10.5
2024nyny,395,FALSE,100.6,100.6,10.6,10.6
2024nyny,640,TRUE,86.8,81.2,9.1,9
2024nyny,694,FALSE,124.5,124.5,14.7,14.9
2024nyny,743,FALSE,88.5,88.5,11.5,11.5
2024nyny,806,TRUE,96.7,96.7,14.2,14.3
2024nyny,1155,FALSE,111.8,111.8,9,8.9
2024nyny,1601,FALSE,123.7,123.7,15,15
2024nyny,1796,FALSE,123.8,123.8,12.6,13.5
2024nyny,1880,FALSE,86.2,86.2,10.3,10.2
2024nyny,2265,FALSE,95.8,95.8,12.2,12.2
2024nyny,2344,FALSE,110.3,110.3,13.3,13.3
2024nyny,2601,FALSE,124.6,124.6,12,12.3
2024nyny,2869,FALSE,101.7,101.7,10.7,10.7
2024nyny,2895,FALSE,49.8,49.8,12,11.9
2024nyny,3004,FALSE,86.2,86.2,8.7,8.7
2024nyny,3017,FALSE,99.8,99.8,13.1,13.2
2024nyny,3053,FALSE,81,81,11,11.5
2024nyny,3419,FALSE,121.9,121.9,14.1,14.2
2024nyny,3760,FALSE,86.7,86.7,9.1,10.3
2024nyny,3950,FALSE,121.1,130,8.8,8.9
2024nyny,4012,FALSE,91.8,91.8,11.4,11.4
2024nyny,4122,FALSE,98.5,98.5,12.3,11.7
2024nyny,4299,FALSE,78.5,78.5,14.4,14.4
2024nyny,4571,FALSE,96.2,96.2,13.9,13.9
2024nyny,5123,FALSE,93,93,14.7,14.7
2024nyny,5298,FALSE,107,107,14,14
2024nyny,5421,FALSE,85.7,85.7,11.2,11.2
2024nyny,5806,FALSE,107.2,107.2,14.8,14.8
2024nyny,6590,TRUE,92.1,92.1,11.1,12.6
2024nyny,6648,FALSE,87.7,87.7,12.8,12.8
2024nyny,6873,FALSE,82.8,82.8,10.8,10.4
2024nyny,7036,FALSE,90.3,90.3,9.4,9.5
2024nyny,7201,FALSE,111.5,111.5,12.3,12.3
2024nyny,7272,FALSE,81,91.7,10.7,9.6
2024nyny,7611,FALSE,120.9,120.9,12,12
2024nyny,7668,FALSE,109.9,109.9,11.6,11.6
2024nyny,7730,FALSE,94,94,11.5,11.5
2024nyny,8570,FALSE,110.2,110.2,11.6,11.6
2024nyny,8739,FALSE,114.7,114.7,9.2,8.9
2024nyny,9233,FALSE,73.1,73.1,13.8,12.8
2024nyny,9295,FALSE,95.1,95.1,11.2,11.2
2024nyny,9437,FALSE,70.1,70.1,12.7,12.7
2024nyny,9509,FALSE,70.1,75.6,,
2024nyny,9636,FALSE,79.2,79.2,13.3,13.3
2024nyny,9642,FALSE,116.8,116.8,15,15
2024orore,749,FALSE,80,80,11.5,11.4
2024orore,847,FALSE,105.7,105.7,10.1,11
2024orore,955,FALSE,109.6,116.5,10.4,10
2024orore,1359,FALSE,91.6,91.6,12.9,12.9
2024orore,1540,TRUE,109.6,116.5,10.4,10
2024orore,2550,FALSE,89.7,89.7,10,9.7
2024orore,2557,FALSE,123.3,123.3,10.1,10.7
2024orore,2635,FALSE,102.3,101.6,12.1,11
2024orore,2733,FALSE,,113.4,9.2,10.1
2024orore,2811,FALSE,95.4,95.4,12.7,12.5
2024orore,2915,FALSE,99.1,99.1,9.7,9.8
2024orore,2926,FALSE,90.6,90.6,12.2,12.2
2024orore,3218,FALSE,103.3,103.3,9.9,10.4
2024orore,3674,FALSE,122,111.6,10.2,10.8
2024orore,4061,FALSE,102.6,102.6,9.8,10
2024orore,4127,FALSE,63.4,63.4,11.7,11.7
2024orore,4488,FALSE,90.1,90.1,11.9,12
2024orore,4662,FALSE,86.6,86.6,9.2,8.9
2024orore,5468,FALSE,124.4,124.4,9.9,10
2024orore,5920,FALSE,94.5,94.5,10.1,10.5
2024orore,5970,FALSE,87.2,87.2,12.9,12.9
2024orore,6343,FALSE,94.8,94.8,11.2,11.3
2024orore,6443,FALSE,117.9,117.9,12.7,12.9
2024orore,6696,FALSE,87.5,87.5,10.1,10.5
2024orore,6831,FALSE,85.9,85.9,13.7,13.7
2024orore,7034,FALSE,103.9,103.9,14.4,14.2
2024orore,9430,FALSE,123.1,123.1,11.4,11.3
2024orore,9438,FALSE,101.3,104.1,14.1,14.1
2024orore,9567,FALSE,86.4,86.4,12.8,13.1
2024orore,9600,FALSE,56.3,56.3,14.3,14.3
2024orore,9613,FALSE,52.1,52.1,12.6,12.6
2024orsal,753,FALSE,119.5,119.5,11.8,11.8
2024orsal,847,FALSE,109,109,11.3,11.4
2024orsal,955,FALSE,109,109,11.3,11.4
2024orsal,957,FALSE,83.2,83.2,11.4,11.3
2024orsal,997,FALSE,109.5,109.5,10.7,9.9
2024orsal,1359,FALSE,92.7,92.7,12.8,12.9
2024orwil,753,FALSE,122.1,122.1,11.9,11.9
2024orwil,957,FALSE,76.8,76.8,11.5,11.3
2024orwil,997,FALSE,109.1,109,10.7,10.1
2024orwil,1425,FALSE,124.5,124.1,12.1,12.3
2024orwil,1540,FALSE,112.8,112.4,11.1,10.6
2024orwil,2374,FALSE,82.4,83.7,14.1,14
2024orwil,2471,FALSE,72.6,71.1,9.7,9.6
2024orwil,2521,FALSE,123.4,124.4,13.9,13.9
2024orwil,2550,FALSE,90,90.2,10,9.8
2024orwil,2635,FALSE,105.3,104.7,12,10.9
2024orwil,2733,FALSE,120.3,120.3,9.2,10.1
2024orwil,2811,TRUE,105.4,105.4,10.1,11.3
2024orwil,2898,FALSE,106,101.6,11.3,11.1
2024orwil,2990,FALSE,112.9,112.9,11.8,13.3
2024orwil,3024,FALSE,71.7,71.7,11.9,11.9
2024orwil,3636,FALSE,110.7,110.6,11.4,12.2
2024orwil,3673,TRUE,116.9,116.9,9.9,10
2024orwil,4043,FALSE,112.3,112.7,10.2,10.2
2024orwil,4060,FALSE,87.1,87.1,9.7,9.5
2024orwil,4127,FALSE,69.9,77,12,12.1
2024orwil,4488,FALSE,96.9,93.8,11.7,11.9
2024orwil,4662,FALSE,107.2,107.3,9.3,9.1
2024orwil,4692,TRUE,124,123.6,14.4,14.4
2024orwil,5295,FALSE,74.8,74.7,11,11
2024orwil,5970,FALSE,75,74.4,12.8,12.8
2024orwil,5975,TRUE,98.6,98.6,11.7,10.7
2024orwil,6343,FALSE,99.4,99.3,11.2,11.3
2024orwil,6443,FALSE,118.9,119.1,12.8,12.9
2024orwil,6465,TRUE,95.3,94.1,10.7,10.5
2024orwil,6696,FALSE,105.4,105.4,10.1,10.4
2024orwil,6845,FALSE,115.7,115.7,14.3,12.6
2024orwil,7034,FALSE,106,106,14.3,14.3
2024orwil,9430,FALSE,122.4,121.3,11.1,11.1
2024orwil,9567,FALSE,93.2,92.2,12.7,13
2024orwil,9600,FALSE,105.2,105.2,13.8,13.8
2024orwil,9680,FALSE,62.7,60.7,11.1,11.1
2024pncmp,360,FALSE,111.5,111.5,10.3,10.9
2024pncmp,488,TRUE,119.2,119.2,12.7,12.7
2024pncmp,492,FALSE,104.8,104.8,12.4,12.6
2024pncmp,1294,FALSE,122.7,122.7,11.8,11.3
2024pncmp,1318,FALSE,108.9,108.9,9.4,9.4
2024pncmp,1425,FALSE,124.2,124.2,12,12.2
2024pncmp,1540,FALSE,118.6,115.2,10.7,10.5
2024pncmp,1595,TRUE,102.2,102.2,12,12.8
2024pncmp,1778,FALSE,117.3,117.3,10.8,10.6
2024pncmp,1899,TRUE,114.1,114.1,10.7,10.5
2024pncmp,1983,FALSE,123.9,123.9,11.1,10.7
2024pncmp,2046,FALSE,123.9,123.9,12,12.3
2024pncmp,2412,FALSE,117.2,117.2,11.9,11.9
2024pncmp,2471,FALSE,72.3,72.3,9.8,9.7
2024pncmp,2521,FALSE,123.8,123.8,14,14
2024pncmp,2522,TRUE,110.8,110.8,9.8,9.7
2024pncmp,2557,FALSE,117.1,116,10.1,10.6
2024pncmp,2635,FALSE,105.6,105.6,12.1,11
2024pncmp,2811,FALSE,109.4,109.4,11,12.1
2024pncmp,2910,FALSE,117.6,117.6,12,12.3
2024pncmp,2926,FALSE,102.8,102.8,12.4,12.4
2024pncmp,2928,FALSE,111.5,111.5,14.7,14.6
2024pncmp,2930,FALSE,124.5,124.5,11.4,11.4
2024pncmp,2980,FALSE,110.6,110.6,9.4,9.9
2024pncmp,3070,FALSE,96.2,96.2,10.6,10.4
2024pncmp,3218,FALSE,111.6,111.6,11.8,12.2
2024pncmp,3663,FALSE,124.3,124.3,14.4,14.4
2024pncmp,3674,FALSE,114.1,114.1,10.4,11.1
2024pncmp,3712,FALSE,110.4,110.4,11.2,11.3
2024pncmp,3826,FALSE,104.4,104.4,12.4,12.4
2024pncmp,3876,TRUE,93,86.2,13.1,12.7
2024pncmp,4043,FALSE,113.8,113.8,10.4,10.2
2024pncmp,4125,FALSE,98.9,98.9,9.9,10
2024pncmp,4131,FALSE,106.9,106.9,9.5,9.3
2024pncmp,4180,FALSE,100.2,100.2,13.2,13.5
2024pncmp,4450,FALSE,95.8,95.8,11.8,11.8
2024pncmp,4469,FALSE,113.2,113.2,10.3,10.6
2024pncmp,4488,FALSE,100.6,100.6,12.2,12
2024pncmp,4682,FALSE,111.3,111.3,10.5,10.2
2024pncmp,5827,FALSE,85.9,85.9,12,12.5
2024pncmp,6343,FALSE,101.8,101.8,11.7,11.8
2024pncmp,6443,FALSE,119.2,119.2,13.1,13.1
2024pncmp,6831,FALSE,107.5,107.5,13.6,13.6
2024pncmp,7034,FALSE,105.2,104.6,14.2,14.1
2024pncmp,8032,FALSE,115.3,115.3,11.7,12
2024pncmp,9023,FALSE,115.8,115.8,9.9,9.1
2024pncmp,9036,FALSE,96.2,96.2,9.8,10.5
2024pncmp,9430,FALSE,122.4,122.4,11.3,11.3
2024pncmp,9442,FALSE,116.2,116.2,13.9,14.1
2024pncmp,9446,TRUE,81.5,81.5,11.9,12.6
2024scand,281,FALSE,124.4,124.4,11.4,11.4
2024scand,342,FALSE,98.5,98.5,11.8,12
2024scand,343,FALSE,96.3,96.3,11.3,11.1
2024scand,1051,FALSE,112,112,12,12.3
2024scand,1287,FALSE,106.9,106.9,13.5,14
2024scand,1293,FALSE,49.1,49.1,9.8,9.6
2024scand,1319,TRUE,109.7,109.7,10,10
2024scand,1539,FALSE,81.2,81.2,10.1,10.1
2024scand,1648,FALSE,105.4,105.4,10.4,10.5
2024scand,2815,TRUE,95.1,95.1,13.5,13
2024scand,2974,FALSE,97.7,97.7,13.5,13.7
2024scand,3091,FALSE,82.7,82.7,13,13
2024scand,3329,FALSE,97.3,97.3,12.2,12
2024scand,3489,FALSE,125,125,11.8,11.9
2024scand,3490,FALSE,104.3,104.3,13.4,13.5
2024scand,3976,FALSE,66.2,66.2,13.5,13.5
2024scand,4189,FALSE,119.2,119.2,11.2,11.5
2024scand,4451,FALSE,118.1,118.1,9.9,10
2024scand,4533,FALSE,93.6,93.6,12.5,12.4
2024scand,5130,FALSE,81,81.1,9.4,9.4
2024scand,6167,FALSE,114.6,114.6,12.6,11.6
2024scand,6366,FALSE,104.2,104.2,11.4,11.1
2024scand,6961,FALSE,38.6,38.6,9.6,9.9
2024scand,7085,FALSE,59.2,59.2,12.4,12.4
2024scand,7676,TRUE,59.6,59.6,14.1,14.1
2024scand,8137,TRUE,80.6,80.6,12.4,13.5
2024scand,8575,FALSE,86.6,86.6,11.9,11.9
2024scand,8736,FALSE,105.5,105.5,10.1,9.8
2024scand,9315,FALSE,82.5,82.8,12.8,12.8
2024scand,9477,FALSE,89.2,89.2,11.3,11.1
2024scand,9561,FALSE,68.3,68.3,11,11.11
2024scand,9571,FALSE,58,58,13.4,13.4
2024sccha,281,FALSE,123,123,11.1,11
2024sccha,342,FALSE,98.7,98.7,11.4,11.6
2024sccha,343,FALSE,96.4,96.4,11.2,11.2
2024sccha,1051,FALSE,120.5,120.5,11.9,12.1
2024sccha,1102,FALSE,106.2,106.2,10.2,10.2
2024sccha,1287,FALSE,111.4,111.4,13.7,14.4
2024sccha,1293,FALSE,49,49,9.8,9.5
2024sccha,1319,TRUE,90.5,90.5,10.1,8.5
2024sccha,1539,FALSE,88.4,88.4,11.8,11.1
2024sccha,1758,TRUE,113.9,113.9,10.8,10.9
2024sccha,2815,FALSE,94.1,94.1,11.8,12.1
2024sccha,3489,FALSE,116.2,116.2,13.1,12.6
2024sccha,3490,FALSE,104,104,13.6,13.4
2024sccha,3976,FALSE,64.3,64.3,13.4,13.4
2024sccha,4533,FALSE,95.1,95.1,12.3,12.1
2024sccha,4701,FALSE,90.3,90.3,11.5,11.5
2024sccha,5130,FALSE,83,83,9.6,9.6
2024sccha,6167,FALSE,116.5,116.5,12.6,11.7
2024sccha,6366,FALSE,110,108,11.5,11.2
2024sccha,6910,FALSE,93.3,93.3,14.2,8.8
2024sccha,6925,FALSE,119.4,119.4,13.6,13.6
2024sccha,6961,FALSE,72.3,72.3,9.6,9.7
2024sccha,7085,TRUE,73.4,73.4,12.6,12.6
2024sccha,7104,FALSE,93.7,93.7,13.8,13.8
2024sccha,8137,FALSE,74.3,74.3,12,13.7
2024sccha,8575,FALSE,77.8,77.8,13.5,13.9
2024sccha,9086,FALSE,62.2,62.2,14.4,14.4
2024sccha,9315,FALSE,82.6,82.6,12.6,12.6
2024sccha,9571,FALSE,59.7,59.7,11,13.9
2024tuis,2905,FALSE,97.6,97.6,14.55,13.2
2024tuis,4191,FALSE,85.31,85.31,13.44,13.45
2024tuis,4972,FALSE,114.8,114.8,11.24,12.12
2024tuis,6014,TRUE,103.39,103.39,11.68,12.12
2024tuis,6038,FALSE,101.67,101.67,14.19,14.19
2024tuis,6232,FALSE,99.42,99.42,10.8,10.8
2024tuis,6431,FALSE,106.92,106.92,8.59,8.37
2024tuis,6436,TRUE,118.167,118.67,10.714,10.183
2024tuis,6838,FALSE,114.86,114.86,11.5,11.46
2024tuis,6941,FALSE,81.57,93.38,9.52,9.65
2024tuis,7444,FALSE,124,124,10.36,10.58
2024tuis,7458,TRUE,123.4,123.4,11.72,11.24
2024tuis,7465,FALSE,99.64,99.64,10.14,10.14
2024tuis,7536,TRUE,123.8,123.8,12.3,10.49
2024tuis,7539,FALSE,119.93,145.2,13.66,13.66
2024tuis,7551,FALSE,102.29,127.64,13,13
2024tuis,7632,FALSE,91.9,91.9,13.22,13.22
2024tuis,7636,FALSE,111.3,111.3,11.7,11.7
2024tuis,7683,FALSE,75.83,75.83,13,13
2024tuis,7742,TRUE,124.9,124.9,13.97,13.97
2024tuis,7758,FALSE,82.67,82.67,12.12,11.24
2024tuis,7840,FALSE,91.27,91.27,8.59,8.59
2024tuis,8127,FALSE,118.6,114.7,14,14
2024tuis,8169,FALSE,93,93,11,11
2024tuis,8263,FALSE,106.26,106.26,11.46,12.12
2024tuis,8264,FALSE,117.28,117.28,12.12,10.8
2024tuis,8500,FALSE,58.86,58.86,11.99,11.99
2024tuis,8557,FALSE,113.75,113.75,14.59,13.88
