Event,Team,Had pneumatics,Robot weight,Total weight,Red bumper weight,Blue bumper weight
2024alhu,34,FALSE,85.5,85.5,10.7,10.8
2024alhu,120,FALSE,115.5,115.5,11.5,11.5
2024alhu,323,FALSE,83.6,83.6,11.2,11.5
2024alhu,538,FALSE,98.9,112.9,14,14
2024alhu,547,FALSE,59.4,59.4,12.4,12.4
2024alhu,931,FALSE,98.5,98.5,9.9,9.9
2024alhu,1466,FALSE,93.3,93.3,10.4,9.6
2024alhu,2393,TRUE,119.6,119.6,11.5,11.8
2024alhu,2481,TRUE,100.4,100.4,10.4,9.4
2024alhu,2638,FALSE,119.2,119.2,11.7,10.6
2024alhu,2973,FALSE,78.7,78.7,10.4,10.7
2024alhu,3139,FALSE,64.4,64.4,13,12.2
2024alhu,3140,FALSE,110.6,110.6,11.7,12
2024alhu,3824,FALSE,123.5,123.5,11.7,11.4
2024alhu,3959,FALSE,82.1,82.1,11.1,10.1
2024alhu,3966,FALSE,88.2,88.2,12.7,12.6
2024alhu,3984,FALSE,101.4,101.4,11.5,11.5
2024alhu,4020,FALSE,93.5,93.5,11.2,12.6
2024alhu,4256,FALSE,111.6,111.6,14.9,14.9
2024alhu,4265,TRUE,124.8,124.8,11.9,11.9
2024alhu,4306,FALSE,101.1,101.1,9.8,11.2
2024alhu,4499,FALSE,123.3,123.3,12.4,12.3
2024alhu,4635,FALSE,119.9,119.9,13.1,14.1
2024alhu,5002,FALSE,109.4,109.4,11.5,10.2
2024alhu,5005,TRUE,98.1,98.1,12.1,12
2024alhu,5045,FALSE,78.5,78.5,11.7,11
2024alhu,5410,FALSE,113.2,113.2,13.7,13.7
2024alhu,5557,FALSE,113.7,113.7,13,12.8
2024alhu,5800,FALSE,97.2,97.2,12.5,12.4
2024alhu,6107,FALSE,83.9,83.9,9.8,9.8
2024alhu,6404,FALSE,90.9,90.9,10.3,10.3
2024alhu,6517,FALSE,113.6,113.8,10.9,10.8
2024alhu,6652,FALSE,91.9,91.9,9.8,9.8
2024alhu,7111,FALSE,94.6,94.6,14.2,14.2
2024alhu,7717,FALSE,93,93,11.4,11.4
2024alhu,7725,FALSE,100.5,100.5,12.5,12.5
2024alhu,8624,FALSE,46.5,46.5,10.5,10.5
2024alhu,8772,FALSE,70,70,11.2,10.9
2024alhu,8773,FALSE,55.6,42.3,11.7,12.1
2024alhu,8841,TRUE,116.1,116.1,12.2,12.2
2024alhu,9067,FALSE,89.2,89.2,13.1,13
2024alhu,9073,FALSE,66,66,10.8,10.8
2024alhu,9435,FALSE,101.3,101.3,11.4,11.4
2024alhu,9476,FALSE,59.6,59.6,11.7,11.8
2024alhu,9590,FALSE,58.1,58.1,14.6,14.9
2024alhu,9702,FALSE,81.7,81.7,13.7,13.7
2024alhu,9787,TRUE,96.5,96.5,8.9,8.9
2024azgl,8,FALSE,119.7,129.2,9.5,9.6
2024azgl,294,FALSE,111.2,111.2,11,11.7
2024azgl,498,FALSE,124.4,124.4,11,11.1
2024azgl,670,FALSE,123.9,123.9,11.4,11.4
2024azgl,698,FALSE,121.1,132.5,13.1,11.4
2024azgl,1165,FALSE,124,124,13.1,13.1
2024azgl,1212,FALSE,88,,13.7,13.7
2024azgl,1726,TRUE,98.6,98,8.4,8.4
2024azgl,1828,FALSE,72.7,72.7,12.6,12.6
2024azgl,2375,FALSE,111.3,111.3,12.5,12.1
2024azgl,2429,FALSE,104.3,114.9,10.6,10.7
2024azgl,2478,FALSE,96.4,96.4,11.3,11.3
2024azgl,2486,FALSE,98.7,98.7,8.8,9.5
2024azgl,2647,FALSE,67.3,67.3,13.1,13.1
2024azgl,2662,TRUE,86,86,11.6,11.6
2024azgl,3019,FALSE,93.4,93.4,12.8,12.9
2024azgl,3179,FALSE,111.4,111.4,11.9,12.4
2024azgl,3187,FALSE,48.3,64.4,,14.1
2024azgl,3577,FALSE,48.7,48.7,11.9,12.4
2024azgl,3853,FALSE,83.5,95,11.1,11.5
2024azgl,3944,TRUE,94.5,107,12.5,12.5
2024azgl,4146,FALSE,114.3,114.3,13.2,13.2
2024azgl,4183,FALSE,99.2,99.2,9.8,10.1
2024azgl,5026,FALSE,117.8,117.8,10.6,9.7
2024azgl,5449,FALSE,103.9,103.9,12.4,12.4
2024azgl,5539,FALSE,42.7,42.7,12,12
2024azgl,6352,TRUE,117.6,117.6,11.1,11.1
2024azgl,6413,FALSE,110,111,11.2,10.8
2024azgl,6479,FALSE,116.6,111,11.9,10.9
2024azgl,6833,FALSE,73.9,86,13.1,12.9
2024azgl,6922,FALSE,68.9,77.7,8.8,8.8
2024azgl,7419,FALSE,75.5,86.6,11.1,11.1
2024azgl,7645,FALSE,105.3,117.4,12.1,11.9
2024azgl,7703,FALSE,66.8,66.8,12,
2024azgl,7755,TRUE,88,88,13.9,13.9
2024azgl,8087,TRUE,98.5,98.5,12.2,12.2
2024azgl,8848,FALSE,98.6,107.8,8.5,9.2
2024azgl,9059,FALSE,89.7,89.7,14,14
2024azgl,9432,FALSE,106,106,7.9,7.8
2024azgl,9704,FALSE,97.7,112.4,14.4,13.8
2024azgl,9777,FALSE,106.4,106.4,13.1,13.1
2024azva,60,TRUE,108,108,13.4,12.9
2024azva,498,FALSE,124,124,10.4,10.7
2024azva,696,TRUE,109.7,109.7,12.6,12.4
2024azva,698,TRUE,121.5,120,13,11.3
2024azva,991,FALSE,122.4,122.4,11.1,11.5
2024azva,1165,FALSE,123,123,14.6,14.6
2024azva,2403,TRUE,115,115,12.6,12.7
2024azva,2478,FALSE,94.6,94.6,11.2,11.3
2024azva,2659,FALSE,120.6,136,8.5,9.5
2024azva,2662,TRUE,86.6,90.4,11.1,11.1
2024azva,2840,FALSE,90.2,90.2,9.2,9.2
2024azva,3019,FALSE,90.4,90.4,12.6,12.7
2024azva,3128,TRUE,124.1,124.1,8.8,8.8
2024azva,3158,FALSE,86.5,86.5,13.8,13.7
2024azva,3256,FALSE,119.1,119.1,12.8,12.3
2024azva,3309,FALSE,108.1,108.1,10.8,10.5
2024azva,3648,FALSE,90.7,90.7,12.1,12.1
2024azva,3853,TRUE,82.6,82.5,10.7,11.1
2024azva,4146,FALSE,112,112,13.3,13.2
2024azva,4415,FALSE,112.2,112.2,13.2,13.3
2024azva,4565,TRUE,73.6,73.6,11.8,13.4
2024azva,5025,TRUE,122.8,122.8,10.6,10.4
2024azva,5059,FALSE,77.8,77.8,14.1,14.2
2024azva,5430,FALSE,80,80,10.8,11.6
2024azva,6036,FALSE,120.4,120.4,12.1,12.5
2024azva,6127,FALSE,70,70,12.7,12.7
2024azva,6352,TRUE,109.5,109.5,10.2,10.2
2024azva,6413,FALSE,114.9,114.9,10.9,10.6
2024azva,6560,FALSE,124.9,138.6,13.7,13.7
2024azva,6833,FALSE,66.3,66.3,12.9,12.8
2024azva,6907,TRUE,79.4,79.4,10.1,8.7
2024azva,7214,FALSE,77.3,77.3,12.9,12.9
2024azva,7645,FALSE,103.7,103.7,12.1,11.9
2024azva,7755,TRUE,100.9,114.4,13.5,13.5
2024azva,8012,FALSE,95.2,95.2,11.1,11.3
2024azva,9059,FALSE,86.1,86.1,13.7,13.7
2024azva,9091,FALSE,63,63,11.1,11.7
2024azva,9432,FALSE,119.6,130.9,11.1,11.3
2024azva,9501,FALSE,87.8,87.8,7.5,8.4
2024azva,9704,FALSE,113,113,14.1,13.2
2024azva,9777,FALSE,104,104,13.2,13.4
2024caav,294,FALSE,115.3,116,11.7,10.3
2024caav,399,FALSE,105.8,106,10.5,10.2
2024caav,599,FALSE,110.1,118.1,12.2,11.5
2024caav,691,TRUE,79.4,80,10.4,10.6
2024caav,968,FALSE,122.6,123,14.8,15
2024caav,1148,FALSE,110.3,114,12.4,12
2024caav,1515,FALSE,104.3,105,10.8,11.1
2024caav,1538,FALSE,101.8,100,11.6,11.7
2024caav,1836,FALSE,114,115,13.4,13.4
2024caav,2073,FALSE,123.4,124,10.4,11.5
2024caav,2404,FALSE,82.7,83,13,13
2024caav,2429,FALSE,107.5,108,10.4,10.4
2024caav,2543,FALSE,98.6,99,9.8,9.6
2024caav,2584,FALSE,124.8,125,12.4,13.1
2024caav,2658,FALSE,121.5,122,14.2,14.2
2024caav,2659,FALSE,119.7,120,8.1,10
2024caav,3993,TRUE,85,86,14.1,14.1
2024caav,4014,FALSE,67,67,12.2,12.5
2024caav,4123,FALSE,117,118,8.9,8.1
2024caav,4322,FALSE,118.4,119,9.5,10.3
2024caav,4419,FALSE,120.6,121,11.3,10.8
2024caav,5012,FALSE,103.9,104,10.3,11
2024caav,5137,FALSE,94.6,95,11.7,11.7
2024caav,5458,FALSE,105.7,106,11.7,12.1
2024caav,5857,FALSE,102.4,103,10.4,10.4
2024caav,5869,FALSE,77.7,78,13,13
2024caav,6060,FALSE,76.9,77,9.7,11.2
2024caav,6072,FALSE,97.5,97.5,13.5,13.5
2024caav,6305,FALSE,118.9,119,10.9,10.8
2024caav,6479,FALSE,111.7,112,11.6,11.1
2024caav,6657,FALSE,123.7,124,11.7,10.7
2024caav,7444,FALSE,115,116,9.8,10.1
2024caav,7607,FALSE,71.7,62,8.9,8.9
2024caav,7673,FALSE,92.3,93,11.1,12.2
2024caav,7682,FALSE,66.1,67,10.8,10.8
2024caav,8006,FALSE,95.3,96,11.9,11.9
2024caav,8569,FALSE,80.5,80,14.3,14.3
2024caav,8768,FALSE,101.6,102,12.2,12.4
2024caav,9471,FALSE,59.9,59.9,6.5,6.5
2024caav,9666,FALSE,59,59,8,8
2024cabe,114,FALSE,116.8,116.8,14.2,12.8
2024cabe,199,FALSE,88.3,150,12.9,13.1
2024cabe,254,FALSE,124.7,150,12.6,12.3
2024cabe,581,FALSE,124.6,124.6,13.4,13.4
2024cabe,649,FALSE,121.6,150,10.1,11.5
2024cabe,751,FALSE,115.2,115.2,10.5,10.4
2024cabe,766,FALSE,124.3,150,10.9,11.8
2024cabe,841,FALSE,98.7,98.7,14.6,14.5
2024cabe,972,FALSE,123.9,123.9,13.4,13.3
2024cabe,1160,TRUE,123.2,123.2,10.4,10.5
2024cabe,1458,FALSE,87,87,10.7,10.8
2024cabe,1678,FALSE,123.5,123.5,10.5,10.5
2024cabe,1700,FALSE,120.1,120.1,13.6,13.5
2024cabe,2204,FALSE,124.7,124.7,10,10.2
2024cabe,2288,FALSE,124.7,124.7,10.7,10.6
2024cabe,2637,FALSE,121.4,121.4,11.2,11.2
2024cabe,2854,FALSE,124.7,124.7,11.1,11.5
2024cabe,3045,FALSE,118.7,118.7,10.3,10.3
2024cabe,3256,FALSE,118.7,118.7,13.7,12.8
2024cabe,3482,FALSE,120.4,120.4,10.2,10
2024cabe,4159,FALSE,123.1,123.1,10.4,10.7
2024cabe,4186,FALSE,98.9,98.9,12.9,12.9
2024cabe,4255,FALSE,99.2,99.2,9.9,9.7
2024cabe,4669,FALSE,101.1,101.1,10.7,10.7
2024cabe,4698,FALSE,123.3,123.3,9.6,9.4
2024cabe,4904,FALSE,72.5,72.5,11.9,11.7
2024cabe,4973,FALSE,77.1,77.1,12.1,12.1
2024cabe,4990,FALSE,112,150,12.9,12.6
2024cabe,5274,FALSE,107.1,150,10.8,10.8
2024cabe,5419,FALSE,117.3,150,10,10.4
2024cabe,5430,FALSE,65.1,150,11.5,12.4
2024cabe,5507,FALSE,116.4,150,11.4,11.4
2024cabe,5940,FALSE,120.4,150,12.8,13
2024cabe,5985,FALSE,121.6,150,9.8,9.6
2024cabe,6059,FALSE,102.8,150,10.4,10.4
2024cabe,6238,FALSE,111.5,150,11.9,12
2024cabe,6418,FALSE,121.7,150,11.1,10.9
2024cabe,6619,FALSE,117.8,150,10.9,10.8
2024cabe,6814,FALSE,113.8,150,12,9
2024cabe,6884,FALSE,100.8,150,10.9,11.2
2024cabe,7137,FALSE,119.1,150,12,12.1
2024cabe,7245,FALSE,89.4,150,10.3,10.2
2024cabe,7401,FALSE,67.9,150,11.8,11.8
2024cabe,7419,FALSE,90,150,11.5,11.4
2024cabe,7667,FALSE,88.9,150,11.7,12.1
2024cabe,7729,FALSE,48.2,150,10.4,9
2024cabe,7840,FALSE,92.2,150,8.6,8.6
2024cabe,8045,FALSE,88.1,150,11.2,11.2
2024cabe,8159,FALSE,123.5,150,12,10.9
2024cabe,8793,FALSE,112.9,150,9.8,9.6
2024cabe,8852,FALSE,83.7,83.7,10,10
2024cabe,9038,FALSE,115.8,115.8,15,14.9
2024cabe,9111,FALSE,91.7,150,9.5,11.6
2024cabe,9202,FALSE,93.8,150,9.8,9.5
2024cabe,9470,FALSE,124.7,150,13.1,11.7
2024cabe,9519,TRUE,70.5,70.5,8.3,9.1
2024cabe,9545,FALSE,78.6,150,14.6,14.6
2024cabe,9609,FALSE,113.3,113.3,12.4,12.7
2024cabe,9634,FALSE,73.8,73.8,10.7,10.2
2024cabe,9781,FALSE,58.2,58.2,11,11.3
2024cada,199,FALSE,88.4,101.7,12.7,13.1
2024cada,254,FALSE,123.1,135.3,11.6,11.5
2024cada,604,FALSE,124.8,136,11.5,11.5
2024cada,701,FALSE,123.9,110.9,12.5,12.3
2024cada,751,FALSE,95.4,106.5,10.4,10.4
2024cada,1072,FALSE,123.1,124.7,9.7,9.5
2024cada,1662,TRUE,112,112.3,13.1,13.5
2024cada,1678,FALSE,122.8,133.7,10.5,10.2
2024cada,2073,FALSE,123.9,134.2,11,10.7
2024cada,2135,FALSE,100.4,115.2,13.7,13.6
2024cada,2141,FALSE,77,85.2,8.5,8.5
2024cada,2204,FALSE,122.5,134,9.8,10.1
2024cada,2551,FALSE,102.5,114.1,10.8,11.7
2024cada,3189,FALSE,107,105,7.7,7.5
2024cada,3257,FALSE,99.5,112.5,10.3,10.3
2024cada,3482,FALSE,117.6,128.5,10.6,10.4
2024cada,3598,FALSE,96.5,107.6,11.2,10.9
2024cada,3880,FALSE,115.3,126.4,9.9,9.9
2024cada,4135,FALSE,105,116.1,11,11
2024cada,4159,FALSE,111.8,124.5,10.7,10.9
2024cada,4643,FALSE,82.3,91.2,10,9.9
2024cada,5274,FALSE,120.4,130.7,10.8,10.8
2024cada,5419,FALSE,124.8,134.5,10.1,10.2
2024cada,5458,FALSE,106.4,116.8,11.3,11.3
2024cada,5515,FALSE,116.5,126,9.5,9.4
2024cada,5728,TRUE,82.9,91.6,11.1,11.6
2024cada,6619,FALSE,117.2,128.4,10.5,10.3
2024cada,6665,FALSE,115.2,129.8,13.7,13.7
2024cada,6947,FALSE,116.5,134,15,15
2024cada,6981,FALSE,101.8,112.6,11.2,11
2024cada,7130,FALSE,95.6,105.7,11,11
2024cada,7528,FALSE,70.9,84.2,11.7,11.7
2024cada,7667,FALSE,76.8,89.4,11.8,12.3
2024cada,7686,FALSE,85.4,100.8,11.8,10.2
2024cada,8015,FALSE,106,115.1,10.2,10
2024cada,8048,FALSE,83,94.5,11.6,11.5
2024cada,8404,FALSE,119.8,131.5,11.6,12.1
2024cada,9125,FALSE,79.4,92.5,12.4,12.7
2024cafr,581,FALSE,124.4,120.4,13.3,13.3
2024cafr,766,FALSE,123,123,10.9,11.7
2024cafr,840,FALSE,102.9,119,11.7,12.4
2024cafr,841,FALSE,91.6,91.6,11,10.7
2024cafr,972,FALSE,124.2,124.2,13.3,13.2
2024cafr,1280,FALSE,92,92,10.1,10.1
2024cafr,1323,FALSE,124.8,139.5,14.7,14.6
2024cafr,1351,FALSE,120.2,120.2,10,10.4
2024cafr,1671,FALSE,116.1,116.1,11.8,11.4
2024cafr,2367,FALSE,124,124,11.2,11.2
2024cafr,2489,FALSE,68.8,68.8,12.3,12.4
2024cafr,3491,FALSE,79.5,79.5,9.8,11.5
2024cafr,3501,FALSE,122.1,130.3,10.2,10.3
2024cafr,3512,FALSE,119.6,119.6,11.6,11.6
2024cafr,3598,FALSE,108.4,119.1,10.7,10.3
2024cafr,3925,TRUE,105.2,104.5,9.8,10.8
2024cafr,3970,FALSE,122,133,11.7,12
2024cafr,4141,FALSE,115.9,125.5,9.4,10.5
2024cafr,4322,FALSE,119.4,119.4,9.8,9.9
2024cafr,5171,FALSE,90.4,90.4,9.3,9.2
2024cafr,5817,FALSE,123.4,123.4,14,13.8
2024cafr,5940,FALSE,119.2,119.6,12.9,12.9
2024cafr,6059,FALSE,99.7,99.7,10.4,10.3
2024cafr,6305,FALSE,109.3,109.3,11.1,10.3
2024cafr,6657,FALSE,120.9,131.1,10.8,10.7
2024cafr,6662,FALSE,95.6,95.6,12.4,12.7
2024cafr,6711,FALSE,65.7,65.7,10.3,10.1
2024cafr,6804,FALSE,69.2,81.2,12,12
2024cafr,6947,FALSE,119.4,119.4,14.9,14.9
2024cafr,6998,FALSE,117.9,117.9,11.2,15
2024cafr,7157,FALSE,119.8,119.2,11.7,11.6
2024cafr,7589,FALSE,95.1,105.2,10.1,10.1
2024cafr,8404,FALSE,123,123,11.3,11.8
2024cafr,8768,FALSE,101,101,12.4,12.4
2024cafr,8840,FALSE,115.3,128,10.1,10.2
2024cafr,9143,FALSE,95.7,105.2,9.5,9.5
2024cafr,9400,FALSE,92.4,92.4,10.5,10.2
2024cafr,9634,FALSE,60.2,60.2,10.8,10.3
2024cafr,9706,FALSE,61.5,61.5,10.1,10.2
2024cala,368,FALSE,115.4,115.4,12.8,13.4
2024cala,597,FALSE,113.8,113.8,10.9,11.3
2024cala,599,FALSE,109,109,12.3,11.7
2024cala,687,FALSE,117,117,10.3,10.5
2024cala,702,FALSE,108.8,108.8,13.5,14.9
2024cala,968,FALSE,74.7,74.7,14.2,14
2024cala,980,FALSE,97.5,97.5,11.4,11.1
2024cala,1148,FALSE,109.9,109.9,12.1,11.8
2024cala,1159,FALSE,95.9,95.9,9.1,9.5
2024cala,1160,TRUE,121.8,121.8,10.4,10.2
2024cala,1197,FALSE,115.2,115.2,11.3,11.2
2024cala,1452,FALSE,108.5,108,12.3,12.2
2024cala,1515,FALSE,102.1,102.1,10.4,9.9
2024cala,1661,FALSE,123.6,123.6,9.3,11
2024cala,1759,TRUE,65.8,65.8,10,9.9
2024cala,1836,FALSE,113.6,113.6,12.2,12.2
2024cala,2443,FALSE,107.3,107.3,11.2,10.6
2024cala,2465,FALSE,117.5,117.5,11.5,11.5
2024cala,2584,FALSE,122.6,122.6,12.4,12.9
2024cala,2637,FALSE,117.1,117.1,11.4,11.4
2024cala,2710,FALSE,95.1,95.1,12.5,12.7
2024cala,3408,FALSE,77.6,77.6,9.3,9.5
2024cala,3473,FALSE,64.5,64.5,11.1,10.7
2024cala,3759,FALSE,82.4,82.4,10.7,10.8
2024cala,3859,FALSE,119.6,119.6,12,11.4
2024cala,4079,FALSE,102,102,9.8,10
2024cala,4123,FALSE,111.7,111.7,8.4,8.7
2024cala,4201,FALSE,115.2,115.2,10.2,10.2
2024cala,4501,FALSE,77.3,77.3,8.1,8
2024cala,4999,FALSE,110.3,110.3,11.8,11.8
2024cala,5089,FALSE,87.1,87.1,12.7,12.7
2024cala,5199,FALSE,123.1,123.1,15,15
2024cala,5669,FALSE,88.9,88.9,11.1,11.5
2024cala,5857,TRUE,111.4,111.4,10.7,10.7
2024cala,6000,TRUE,100.8,100.8,11.9,11.9
2024cala,6658,FALSE,116.6,116.6,10.4,9.6
2024cala,6904,FALSE,82.5,82.5,12.4,13.5
2024cala,7042,FALSE,120.1,120.1,10,9.2
2024cala,7137,FALSE,98.8,98.8,11.9,11.7
2024cala,7230,FALSE,60,60,11.6,11.4
2024cala,7415,FALSE,118.7,118.7,8.6,8.5
2024cala,8898,FALSE,63.7,63.7,11.3,10.4
2024cala,9408,FALSE,116.5,116.5,9.5,9.5
2024cala,9564,FALSE,75.6,75.6,15,15
2024caoc,4,FALSE,119.9,119.9,10.3,10.2
2024caoc,589,TRUE,102,102,13.8,13.2
2024caoc,812,FALSE,84.3,84.3,10.7,10.6
2024caoc,867,FALSE,99.2,99.2,13.4,13.4
2024caoc,1967,FALSE,122.1,122.1,10.1,10.6
2024caoc,2485,FALSE,102,102,10.5,10.2
2024caoc,3020,FALSE,72.1,72.1,12.4,9.6
2024caoc,3295,FALSE,43.5,50.7,12.2,12.1
2024caoc,3309,FALSE,110,110,11.2,10.9
2024caoc,3473,FALSE,115.1,115.1,9.7,9.7
2024caoc,3476,FALSE,123.6,123.6,14.7,14.5
2024caoc,3952,TRUE,122.4,122.4,11.6,11.6
2024caoc,4079,FALSE,104.1,104.1,10.2,10.2
2024caoc,4141,FALSE,124.6,124.6,9.8,10.9
2024caoc,4160,FALSE,101.4,101.4,10.4,10.6
2024caoc,4276,FALSE,96.6,96.6,9.2,9.1
2024caoc,4415,FALSE,119,119,13.7,13.7
2024caoc,4470,TRUE,123.2,123.2,11.8,11
2024caoc,4619,TRUE,80.6,80.6,13,13
2024caoc,4964,FALSE,78.3,78.3,10.3,10.8
2024caoc,4984,TRUE,79.6,79.6,13,13
2024caoc,4999,FALSE,116.6,116.6,12,12
2024caoc,5124,FALSE,88.2,88.2,9,9
2024caoc,5199,FALSE,123.1,123.1,15,15
2024caoc,5285,FALSE,93.7,93.7,12.7,11.5
2024caoc,5500,FALSE,90.8,90.8,11.4,11.4
2024caoc,5805,TRUE,75,75,11.4,11.2
2024caoc,5835,FALSE,119.7,119.7,10.2,10.1
2024caoc,5924,FALSE,111.8,111.8,10,9.9
2024caoc,6220,FALSE,114,114,13.2,13.2
2024caoc,6560,TRUE,125,125,14.1,14.1
2024caoc,6995,FALSE,123.6,123.6,10.3,10.4
2024caoc,7042,FALSE,122.5,122.5,9.9,9.4
2024caoc,7157,FALSE,120.8,120.8,12.2,12.1
2024caoc,7415,FALSE,119.8,119.8,8.8,9.3
2024caoc,7447,FALSE,75.1,75.1,8.4,7.6
2024caoc,7607,FALSE,81.5,81.5,12,13.2
2024caoc,8033,FALSE,124.6,124.6,9.8,11.3
2024caoc,8521,FALSE,95.2,95.2,12.6,12.3
2024caoc,8600,FALSE,57,57,11.9,11.9
2024caoc,8805,FALSE,97,97,10.8,10.8
2024caoc,9037,FALSE,78.1,78.1,11.8,11.8
2024caoc,9271,FALSE,89.8,89.8,12.7,12
2024caoc,9301,FALSE,104.2,104.2,14.8,14.9
2024caoc,9505,FALSE,81.6,81.6,11.3,10.9
2024caoc,9520,FALSE,77.1,39.1,10.9,10.9
2024caoc,9696,FALSE,79.1,79.1,13.7,13.7
2024caoc,9772,FALSE,96.8,96.8,8.8,9.8
2024caph,4,FALSE,120.3,120.3,9.8,9.8
2024caph,498,FALSE,124.2,125,10.5,10.7
2024caph,696,FALSE,109.8,122.5,12.7,12.4
2024caph,973,FALSE,123.1,123,12.5,12.4
2024caph,980,FALSE,94,93.6,11,10.9
2024caph,1148,FALSE,117.5,117.5,14.6,14.8
2024caph,1159,FALSE,99.4,91,9.1,9.1
2024caph,1165,FALSE,125,125,14.4,14.4
2024caph,1197,FALSE,101.6,113,11.4,11.4
2024caph,1572,FALSE,119.3,130,11.7,11.1
2024caph,2102,FALSE,90,90,13.1,12.7
2024caph,2429,FALSE,100.5,100,10.6,10.7
2024caph,2485,FALSE,101.6,101,8.8,8.6
2024caph,2543,TRUE,104.6,114.9,10.3,7.1
2024caph,2658,FALSE,119.6,130,12.9,12.9
2024caph,2710,FALSE,93.3,95.1,12.4,12.8
2024caph,2839,FALSE,120,121,10,10.1
2024caph,3128,FALSE,112.3,112.3,8.9,8.4
2024caph,3255,FALSE,123.3,123,13.1,14
2024caph,3328,FALSE,66.1,67,9.8,11.1
2024caph,3473,FALSE,119.7,130,11.4,11.1
2024caph,3512,FALSE,122.2,122,11.7,11.7
2024caph,3647,FALSE,111,111,12.9,9.3
2024caph,3759,FALSE,78.6,91,10.9,10.9
2024caph,3863,FALSE,88.8,150,14.6,14.6
2024caph,4201,FALSE,106.6,106,10.5,10.4
2024caph,4322,FALSE,122.3,122.3,9.5,9.7
2024caph,4414,FALSE,124.9,140,12.2,13.6
2024caph,4415,FALSE,124.6,124.6,13.6,13.5
2024caph,4481,FALSE,112.1,111,14.2,14.1
2024caph,4501,FALSE,74.7,150,9.1,8.5
2024caph,5124,FALSE,89,89,8.8,8.7
2024caph,5137,FALSE,98.3,99,11.3,11.3
2024caph,5199,FALSE,121.3,121,15,14.7
2024caph,5419,FALSE,121.5,125,10.1,10.2
2024caph,6036,FALSE,123.6,124,12,11.6
2024caph,6658,FALSE,71.4,72,10.4,9.7
2024caph,6764,FALSE,85.3,86,9.5,9.5
2024caph,7157,FALSE,113.4,125,9.7,9.6
2024caph,7777,FALSE,72.6,73,12.8,12.8
2024caph,8006,FALSE,94.5,95,10.7,10.7
2024caph,8020,FALSE,110,110,11.4,11.4
2024caph,8119,FALSE,110.5,110,11.2,11.2
2024caph,8891,FALSE,94.3,95,11,11.6
2024caph,9408,FALSE,118,120,9.7,9.5
2024caph,9452,FALSE,104.5,105,12.3,12.3
2024caph,9505,FALSE,39.7,80,12.7,12.7
2024caph,9520,FALSE,45.8,46,11.6,11.4
2024caph,9538,FALSE,84.3,85,12.3,11.5
2024caph,9635,FALSE,115.6,126.6,11,10.9
2024casd,359,FALSE,120.4,121,14.6,14.5
2024casd,812,FALSE,82.6,87,10.6,10.5
2024casd,973,FALSE,122,122,12.4,12.2
2024casd,1266,FALSE,83.2,84,9.8,10.4
2024casd,1538,FALSE,103.9,101.8,11.7,11.5
2024casd,1572,FALSE,121.7,122,11.6,11.1
2024casd,1622,FALSE,112.9,113,12.8,12.6
2024casd,1972,FALSE,94.8,95,10.3,10
2024casd,2102,FALSE,96.2,97,13.2,12.7
2024casd,2485,FALSE,101.4,102,10.2,10.2
2024casd,2543,TRUE,96.7,95,10,9
2024casd,2658,TRUE,121.3,122,13.4,13.4
2024casd,2827,FALSE,59,59,10.4,10.4
2024casd,2839,FALSE,122,122,10,10.1
2024casd,2984,FALSE,100.7,106.5,12.3,12.3
2024casd,3128,FALSE,124.2,125,9.1,9.3
2024casd,3255,FALSE,123,123,13.2,14
2024casd,3341,FALSE,123.9,124,13.7,13.8
2024casd,3647,FALSE,109.5,110,9.1,12.2
2024casd,3704,FALSE,99.2,87,11.4,12.4
2024casd,3749,FALSE,107.5,108,9,8
2024casd,3880,FALSE,116.3,117,9.7,9.7
2024casd,3882,FALSE,123.6,124.7,10.2,11.5
2024casd,3965,FALSE,76.3,77,13.3,13.3
2024casd,4160,FALSE,99.5,99.5,10.4,10.2
2024casd,4270,FALSE,119.8,120,11.3,11.2
2024casd,4419,FALSE,114,113,11,10.9
2024casd,4738,FALSE,119.6,120,11.2,11.5
2024casd,4919,TRUE,122.2,122.2,9.7,9.8
2024casd,4984,FALSE,77.8,78,12.9,12.9
2024casd,5025,FALSE,117.5,117.5,10.8,10.5
2024casd,5137,FALSE,93.8,94,11.5,11.5
2024casd,5474,FALSE,104.7,106.1,10.6,10.6
2024casd,5514,FALSE,99.2,99.2,11.6,11.6
2024casd,5805,FALSE,84.4,85,11.3,11.3
2024casd,6072,FALSE,96.1,96.1,13.1,12.9
2024casd,6515,FALSE,89.1,90,10.3,10.4
2024casd,6695,FALSE,92.6,93,9.9,9.9
2024casd,6885,FALSE,75.5,76,12.8,12.8
2024casd,6995,FALSE,123.9,124,10.1,10.2
2024casd,7441,FALSE,99,99,9.7,9.7
2024casd,8119,FALSE,96.2,96.2,11.7,12
2024casd,8870,FALSE,78.5,79,13.6,13.6
2024casd,8888,FALSE,46.7,46.7,12.3,10.8
2024casd,8891,FALSE,97.6,97.6,14,14.1
2024casd,9030,FALSE,82.5,149,10.8,10.8
2024casd,9084,FALSE,123.2,123,10.5,11.2
2024casd,9452,FALSE,112.5,113,12.2,12.2
2024casd,9573,FALSE,75.7,73,11.6,11.6
2024casd,9615,FALSE,74.5,75,9.2,10.3
2024casd,9730,FALSE,66.2,67,12.5,12.5
2024cave,8,FALSE,118.3,118,9.7,9.8
2024cave,115,FALSE,102.8,102,9.8,9.7
